Count;Country;code;cid;year;fstgdp;institutions;judicial;electoral;media;currcrisis;debtcrisis;bankcrisis;inflation;tradegdp;gini;debtgdp;labor;tariffs;kofglobal;koftrade;conflicts;unemployment;realconsumption;realgrosscapform;pbalance;placebo;war;independent;advanced;populist;leftpop;rightpop;popepc;populist_takeover;leftpop_takeover;rightpop_takeover;populist5;populist15
6563;Portugal;PRT;44;1983;57.70452;1.9937153;0.946;0.922;0.936;0;0;0;0.22713637;0.46751377;33.3;0.12709302;0.6425364;5.6652503;45.53055;58.333427;0;;7124.121323;18852917375;0.0680827;0;0;1;1;0;0;0;0;0;0;0;0;0
6564;Portugal;PRT;44;1984;56.41971;2.0064123;0.946;0.931;0.936;0;0;0;0.2530911;0.52783823;33.4;0.090126894;0.6425364;4.2872167;48.340652;61.93973;0;;6883.899828;15008449661;0.2337289;0;0;1;1;0;0;0;0;0;0;0;0;0
6565;Portugal;PRT;44;1985;57.877163;2.007823;0.946;0.932;0.936;0;0;0;0.17898679;0.50015455;33.4;0.13249885;0.6425364;4.2872167;49.62962;61.07043;0;;6909.081844;14709380462;-1.655271;0;0;1;1;0;0;0;0;0;0;0;0;0
6566;Portugal;PRT;44;1986;60.27785;2.0321043;0.958;0.935;0.936;0;0;0;0.111540794;0.44854164;33.5;0.14026009;0.6425364;3.674757;48.09888;57.945;0;;7291.93885;17346143394;0.31826693;1;0;1;1;0;0;0;0;0;0;0;0;0
6567;Portugal;PRT;44;1987;64.22492;2.0363364;0.958;0.938;0.936;0;0;0;0.08758831;0.5027238;33.5;0.15836479;0.6425364;3.9809868;46.566734;58.96443;0;;7679.472543;22309609224;0.19612077;0;0;1;1;0;0;0;0;0;0;0;0;0
6568;Portugal;PRT;44;1988;69.20185;2.033515;0.958;0.936;0.936;0;0;0;0.09483051;0.50806266;33.5;0.18420301;0.6425364;3.59;51.68036;59.206852;1;;8212.211232;27168666562;2.197684;0;0;1;1;0;0;0;0;0;0;0;0;0
6569;Portugal;PRT;44;1989;73.87409;2.033515;0.958;0.936;0.936;0;0;0;0.11867428;0.531982;33.5;0.21220255;0.6425364;3.77;54.40826;60.459854;0;;8466.256962;27709324427;2.3491433;0;0;1;1;0;0;0;0;0;0;0;0;0
6570;Portugal;PRT;44;1990;77.0974;2.033515;0.958;0.936;0.936;0;0;0;0.12574959;0.5372853;33.5;0.23819476;0.6425364;5.05;55.061626;60.82061;0;;9031.046773;30657433319;1.4710159;0;0;1;1;0;0;0;0;0;0;0;0;0
6571;Portugal;PRT;44;1991;80.16129;2.0321043;0.958;0.935;0.936;0;0;0;0.10795975;0.49322703;33.5;0.2527963;0.6425364;4.74;53.060677;58.94534;0;3.92;9434.7313;30595338321;0.68659055;0;0;1;1;0;0;0;0;0;0;0;0;0
6572;Portugal;PRT;44;1992;80.80877;2.0321043;0.958;0.935;0.936;0;0;0;0.08525872;0.46039742;33.5;0.29569307;0.6425364;4.46;54.639095;57.26851;0;3.99;9889.306983;31569690351;3.3677328;0;0;1;1;0;0;0;0;0;0;0;0;0
6573;Portugal;PRT;44;1993;79.06828;2.0321043;0.958;0.935;0.936;0;0;0;0.062975645;0.4190852;33.5;0.33554596;0.6425364;4.12;65.004555;60.846092;0;5.3;9986.050108;28820846645;-0.81638765;0;0;1;1;0;0;0;0;0;0;0;0;0
6574;Portugal;PRT;44;1994;79.64095;2.0321043;0.958;0.935;0.936;0;0;0;0.050691128;0.4521675;33.5;0.3544;0.6425364;4.44;67.98104;61.532753;0;6.71;10061.32952;32321590594;-1.4804637;0;0;1;1;0;0;0;0;0;0;0;0;0
6575;Portugal;PRT;44;1995;82.820854;2.033515;0.958;0.936;0.936;0;0;0;0.040183544;0.47813308;33.5;0.3588963;0.6425364;6.27;71.26618;63.566914;0;7.06;10086.32644;34266178362;-0.6792524;0;0;1;1;0;0;0;0;0;0;0;0;0
6576;Portugal;PRT;44;1996;85.59059;2.0310643;0.954;0.939;0.936;0;0;0;0.030529976;0.47575045;33.5;0.39170438;0.657274;4.01;74.81935;63.50065;0;7.3;10401.8909;35690334685;-0.5801896;1;0;1;1;0;0;0;0;0;0;0;0;0
6577;Portugal;PRT;44;1997;88.886986;2.0310643;0.954;0.939;0.936;0;0;0;0.021762371;0.5043308;33.5;0.39432845;0.65247774;3.62;77.5565;65.69912;0;6.57;10707.78874;40343762670;-0.35842624;0;0;1;1;0;0;0;0;0;0;0;0;0
6578;Portugal;PRT;44;1998;92.76638;2.0310643;0.954;0.939;0.936;0;0;0;0.02189827;0.5026802;33.5;0.32933778;0.6576698;3.29;80.60835;67.84491;0;4.65;11163.57235;45320238648;-1.5577626;0;0;1;1;0;0;0;0;0;0;0;0;0
6579;Portugal;PRT;44;1999;96.00553;2.0310643;0.954;0.939;0.936;0;0;0;0.021448612;0.51007766;33.5;0.29350734;0.6550246;3.13;81.16681;67.4451;0;4.58;11685.08874;48735857440;-0.41033542;0;0;1;1;0;0;0;0;0;0;0;0;0
6580;Portugal;PRT;44;2000;99.28488;2.0282428;0.954;0.937;0.936;0;0;0;0.027653694;0.55917436;33.5;0.5412246;0.6547813;2.14;84.1889;70.21585;0;3.81;12031.0973;49486506152;-0.87269723;0;0;1;1;0;0;0;0;0;0;0;0;0
6581;Portugal;PRT;44;2001;100.63466;2.0381181;0.954;0.944;0.936;0;0;0;0.04315567;0.5630442;33.6;0.5602908;0.6581038;3.02;85.84403;68.82725;0;3.83;12052.86612;50411664600;-2.2798128;0;0;1;1;0;0;0;0;0;0;0;0;0
6582;Portugal;PRT;44;2002;100.66504;2.0479937;0.954;0.951;0.936;0;0;0;0.03611946;0.5152865;33.8;0.58681536;0.6553708;1.99;78.137856;66.91848;0;4.5;12140.81943;47556821362;-1.2598633;0;0;1;1;0;0;0;0;0;0;0;0;0
6583;Portugal;PRT;44;2003;98.83182;2.0522258;0.954;0.954;0.936;0;0;0;0.032060623;0.51790106;33.9;0.60164374;0.6545385;2.03;81.04849;66.618355;0;6.13;12056.7415;42870853582;-2.0208302;0;0;1;1;0;0;0;0;0;0;0;0;0
6584;Portugal;PRT;44;2004;99.42334;2.0522258;0.954;0.954;0.936;0;0;0;0.024780273;0.53112864;34.1;0.6295728;0.64581734;2.07;81.73255;66.06313;0;6.32;12335.4189;44905944316;-3.8370962;0;0;1;1;0;0;0;0;0;0;0;0;0
6585;Portugal;PRT;44;2005;100;2.0664005;0.954;0.97;0.931;1;0;0;0.021047115;0.5335859;34.1;0.68237174;0.6525551;1.84;83.8599;66.34538;0;7.58;12506.68151;44647628634;-3.9404507;0;0;1;1;0;0;0;0;0;0;0;0;0
6586;Portugal;PRT;44;2006;101.44193;2.087428;0.954;0.973;0.941;0;0;0;0.029976368;0.5551751;34.1;0.6983592;0.64077675;1.85;85.485825;67.30698;0;7.65;12673.50803;44558956364;-1.7469743;1;0;1;1;0;0;0;0;0;0;0;0;0
6587;Portugal;PRT;44;2007;103.78073;2.087428;0.954;0.973;0.941;0;0;0;0.02394104;0.56111705;33.9;0.69182914;0.6232944;1.81;84.881165;67.95252;1;7.96;12966.04815;46273282484;-0.46580774;0;0;1;1;0;0;0;0;0;0;0;0;0
6588;Portugal;PRT;44;2008;103.962036;2.0846066;0.954;0.971;0.941;0;0;1;0.026164532;0.5801423;33.7;0.7117655;0.6273325;1.77;80.84283;69.17822;0;7.55;13124.94767;46665602913;-1.0547351;0;0;1;1;0;0;0;0;0;0;0;0;0
6589;Portugal;PRT;44;2009;100.62029;2.0876882;0.955;0.972;0.941;0;0;0;-0.009070873;0.47603372;33.5;0.8114307;0.62433505;1.51;81.7063;66.0461;0;9.43;12809.28537;41144311725;;0;0;1;1;0;0;0;0;0;0;0;0;0
6590;Portugal;PRT;44;2010;102.32171;2.0852375;0.951;0.975;0.941;0;0;0;0.013794422;0.5310236;33.5;0.86084217;0.61708194;1.61;79.763695;68.890434;0;10.77;13105.00163;42345747759;;0;0;1;1;0;0;0;0;0;0;0;0;0
6591;Portugal;PRT;44;2011;100.73422;2.06834;0.955;0.969;0.932;0;0;0;0.034923077;0.57934666;33.4;1.0035849;0.6072434;1.09;78.36693;71.37347;2;12.68;12643.98821;36569253073;-3.5610366;0;0;1;1;0;0;0;0;0;0;0;0;0
6592;Portugal;PRT;44;2012;97.039764;2.0901036;0.963;0.969;0.937;0;0;0;0.02738142;0.5998007;33.3;1.154064;0.58804;1.02;77.13933;71.902725;8;15.53;12020.15052;30211565578;-1.3778539;0;0;1;1;0;0;0;0;0;0;0;0;0
6593;Portugal;PRT;44;2013;96.67354;2.118933;0.962;0.968;0.956;0;0;0;0.004390717;0.6123884;33.3;1.18451;0.5829562;1.04;77.122154;73.14054;7;16.18;11960.27464;28684144672;-0.648998;0;0;1;1;0;0;0;0;0;0;0;0;0
6594;Portugal;PRT;44;2014;97.96618;2.118933;0.962;0.968;0.956;0;0;0;-0.001601696;0.61490834;33.2;1.2063537;0.57859445;1.2838277;81.1235;75.68939;1;13.89;12311.21958;29850380299;-2.745537;0;0;1;1;0;0;0;0;0;0;0;0;0
6595;Portugal;PRT;44;2015;100.13562;2.1071413;0.966;0.968;0.945;;;0;0.005067349;0.616617;33.1;1.1919864;0.5728382;1.298756;81.705154;76.06885;2;12.44;12614.26766;31614571257;-0.042942233;0;0;1;1;0;0;0;0;0;0;0;0;0
6596;Portugal;PRT;44;2016;102.48062;2.0831518;0.959;0.97;0.936;;;0;0.006340027;0.60783285;33;1.2079085;0.57607305;1.2340668;82.931625;75.77263;0;11.07;12978.02347;32414809648;1.9412801;1;0;1;1;0;0;0;0;0;0;0;0;0
6597;Portugal;PRT;44;2017;106.33296;2.0984366;0.978;0.975;0.922;;;0;0.015440941;0.6545154;32.8;1.1803375;0.5811427;1.1693779;82.737976;77.59414;1;8.87;13283.03244;36268770354;0.7472083;0;0;1;1;0;0;0;0;0;0;0;0;0
6598;Portugal;PRT;44;2018;109.53797;2.0967658;0.977;0.975;0.922;;;0;0.017333984;0.6545154;;;;1.1693779;;;3;6.99;13652.25779;39111512135;2.6340275;0;0;1;1;0;0;0;0;0;0;0;0;0
6599;Portugal;PRT;44;2019;112.237686;2.048597;0.977;0.973;0.895;;;0;0.017333984;0.6545154;;;;;;;23;6.46;14004.85298;40395100941;;0;0;1;1;0;0;0;0;0;0;0;0;0
6600;Romania;ROU;45;1870;5.1370115;-1.252666;0.436;0.418;0.657;0;0;0;;0.3548374;;;;;;;;;;;;0;0;;0;;;;;0;0;0;;
6601;Romania;ROU;45;1871;5.319693;-1.3542414;0.436;0.346;0.657;0;0;0;;0.3747216;;;;;;;;;;;;0;0;;0;;;;;0;0;0;;
6602;Romania;ROU;45;1872;5.312386;-1.3542414;0.436;0.346;0.657;0;0;0;;0.38556466;;;;;;;;;;;;0;0;;0;;;;;0;0;0;;
6603;Romania;ROU;45;1873;5.641213;-1.3542414;0.436;0.346;0.657;0;0;0;;0.38013637;;;;;;;;;;;;0;0;;0;;;;;0;0;0;;
6604;Romania;ROU;45;1874;5.553526;-1.3542414;0.436;0.346;0.657;0;0;0;;0.3821752;;;;;;;;;;;;0;0;;0;;;;;0;0;0;;
6605;Romania;ROU;45;1875;6.4011693;-1.3542414;0.436;0.346;0.657;0;0;0;;0.38625175;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
6606;Romania;ROU;45;1876;6.1234927;-1.3542414;0.436;0.346;0.657;0;0;0;;0.37460858;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
6607;Romania;ROU;45;1877;6.262331;-1.3542414;0.436;0.346;0.657;0;0;0;;0.374104;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
6608;Romania;ROU;45;1878;6.45232;-1.3542414;0.436;0.346;0.657;0;0;0;;0.37544355;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
6609;Romania;ROU;45;1879;6.5473146;-1.3401337;0.436;0.356;0.657;0;0;0;;0.38951635;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
6610;Romania;ROU;45;1880;8.154914;-1.3401337;0.436;0.356;0.657;0;0;0;;0.3975807;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
6611;Romania;ROU;45;1881;6.072342;-1.3401337;0.436;0.356;0.657;0;0;0;;0.40539616;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
6612;Romania;ROU;45;1882;7.9722323;-1.3401337;0.436;0.356;0.657;0;0;0;;0.41615254;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
6613;Romania;ROU;45;1883;7.343807;-1.3500091;0.436;0.349;0.657;0;0;0;;0.40879565;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
6614;Romania;ROU;45;1884;6.2477164;-1.3500091;0.436;0.349;0.657;0;0;0;;0.44423613;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
6615;Romania;ROU;45;1885;7.511874;-1.3500091;0.436;0.349;0.657;0;0;0;;0.4238652;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
6616;Romania;ROU;45;1886;8.315674;-1.3500091;0.436;0.349;0.657;0;0;0;;0.4155798;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
6617;Romania;ROU;45;1887;7.7383995;-1.3500091;0.436;0.349;0.657;0;0;0;;0.43249214;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
6618;Romania;ROU;45;1888;8.023383;-1.3570629;0.436;0.344;0.657;0;0;0;;0.44701308;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
6619;Romania;ROU;45;1889;8.037998;-1.3570629;0.436;0.344;0.657;0;0;0;0.047806278;0.45103237;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
6620;Romania;ROU;45;1890;8.059919;-1.3570629;0.436;0.344;0.657;0;0;0;0.031297885;0.41809812;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
6621;Romania;ROU;45;1891;8.249908;-1.3457768;0.436;0.352;0.657;0;0;0;0.027340846;0.40705004;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
6622;Romania;ROU;45;1892;8.922177;-1.3457768;0.436;0.352;0.657;0;0;0;-0.003263147;0.44228444;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
6623;Romania;ROU;45;1893;8.6152725;-1.3457768;0.436;0.352;0.657;0;0;0;-0.0199481;0.43620798;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
6624;Romania;ROU;45;1894;9.214468;-1.3457768;0.436;0.352;0.657;0;0;0;-0.010019337;0.44659096;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
6625;Romania;ROU;45;1895;9.1340885;-1.3542414;0.436;0.346;0.657;0;0;0;-0.01565186;0.4411653;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
6626;Romania;ROU;45;1896;9.338692;-1.3542414;0.436;0.346;0.657;0;0;0;0.015296578;0.45138788;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
6627;Romania;ROU;45;1897;7.745707;-1.3542414;0.436;0.346;0.657;0;0;0;0.03371928;0.4538372;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
6628;Romania;ROU;45;1898;9.229083;-1.3542414;0.436;0.346;0.657;0;0;0;0.01534109;0.45254433;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
6629;Romania;ROU;45;1899;6.423091;-1.3485984;0.436;0.35;0.657;0;0;0;-0.014787075;0.4688418;;;;;;;;;;;;0;0;;0;;;;;0;0;0;0;0
6630;Romania;ROU;45;1900;8.75411;-1.1601943;0.506;0.35;0.657;0;0;0;0.048601262;0.46550918;;;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6631;Romania;ROU;45;1901;9.104859;-1.1474974;0.506;0.359;0.657;0;0;0;0.019065237;0.46410635;;;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6632;Romania;ROU;45;1902;8.834491;-1.143265;0.506;0.362;0.657;0;0;0;-0.011474029;0.475653;;;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6633;Romania;ROU;45;1903;9.017172;-1.143265;0.506;0.362;0.657;0;0;0;0.016279614;0.49720016;;;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6634;Romania;ROU;45;1904;6.8396053;-1.143265;0.506;0.362;0.657;0;0;0;-0.006718817;0.5077645;;;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6635;Romania;ROU;45;1905;9.616368;-1.1348004;0.506;0.368;0.657;0;0;0;0.033193346;0.5145209;;;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6636;Romania;ROU;45;1906;10.33248;-1.1348004;0.506;0.368;0.657;0;0;0;0.031774413;0.51680607;;;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6637;Romania;ROU;45;1907;8.337596;-1.143265;0.506;0.362;0.657;0;0;0;0.03316214;0.5214;;;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6638;Romania;ROU;45;1908;8.9514065;-1.1489081;0.506;0.358;0.657;0;0;0;0.01780429;0.4979048;;;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6639;Romania;ROU;45;1909;8.7833395;-1.1489081;0.506;0.358;0.657;0;0;0;-0.008203367;0.5014372;;;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6640;Romania;ROU;45;1910;11.158202;-1.0060034;0.506;0.358;0.657;0;0;0;0.015443575;0.5149076;;;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6641;Romania;ROU;45;1911;10.836682;-0.9989495;0.506;0.363;0.657;0;0;0;0.033365786;0.50538564;;;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6642;Romania;ROU;45;1912;10.917063;-0.99753875;0.506;0.364;0.657;0;0;0;0.038526256;0.53337544;;;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6643;Romania;ROU;45;1913;10.902448;-1.0003603;0.506;0.362;0.657;0;0;0;0.022625636;0.5292903;;;;;;;;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6644;Romania;ROU;45;1914;9.170625;-0.9890741;0.506;0.37;0.657;0;0;0;0.007123129;0.48422197;;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;0;0;0
6645;Romania;ROU;45;1915;8.744368;-0.9890741;0.506;0.37;0.657;0;0;0;0.094383165;0.48181462;;;;;;;;;;;;0;1;1;0;0;0;0;0;0;0;0;0;0
6646;Romania;ROU;45;1916;8.3181095;;0.506;0.37;0.613;0;0;0;0.13570647;0.4717367;;;;;;;;;;;;0;1;1;0;0;0;0;0;0;0;0;0;0
6647;Romania;ROU;45;1917;7.8918524;-1.062973;0.506;0.37;0.613;0;0;0;0.2160998;0.42014816;;;;;;;;;;;;0;1;1;0;0;0;0;0;0;0;0;0;0
6648;Romania;ROU;45;1918;7.465595;-1.0799022;0.506;0.358;0.613;0;0;0;0.24720217;0.3767753;;;;;;;;;;;;0;1;1;0;0;0;0;0;0;0;0;0;0
6649;Romania;ROU;45;1919;7.0393376;-1.0128555;0.506;0.346;0.663;0;0;0;0.10843263;0.45549417;;;;;;;0;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6650;Romania;ROU;45;1920;6.61308;-1.0805725;0.506;0.298;0.663;0;0;0;0.15935321;0.48195764;;;;;;;0;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6651;Romania;ROU;45;1921;7.1684327;-1.0918586;0.506;0.29;0.663;0;0;0;-0.046802644;0.39036375;;;;;;;0;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6652;Romania;ROU;45;1922;7.9722323;-1.1158417;0.506;0.273;0.663;1;0;0;-0.0330832;0.39212865;;;;;;;1;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6653;Romania;ROU;45;1923;8.6152725;-1.1050375;0.515;0.27;0.663;0;0;0;0.03223507;0.42752862;;;;;;;1;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6654;Romania;ROU;45;1924;8.6152725;-1.1604615;0.515;0.27;0.63;0;0;0;0.09072905;0.45831376;;;;;;;1;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6655;Romania;ROU;45;1925;8.688345;-1.1604615;0.515;0.27;0.63;0;0;0;0.029522004;0.46186787;;;;;;;0;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6656;Romania;ROU;45;1926;9.492145;-1.1223707;0.515;0.297;0.63;0;0;0;-0.004844688;0.43937734;;;;;;;2;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6657;Romania;ROU;45;1927;9.470222;-1.0983876;0.515;0.314;0.63;0;0;0;-0.013853544;0.45007992;;;;;;;2;;;;;1;0;1;0;0;0;0;0;0;0;0;0;0
6658;Romania;ROU;45;1928;9.192547;-1.0871015;0.515;0.322;0.63;0;0;0;-0.005915955;0.44909167;;;;;;;2;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6659;Romania;ROU;45;1929;9.689441;-1.0193845;0.515;0.37;0.63;0;0;0;0.00735772;0.45358485;;;;;;;7;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6660;Romania;ROU;45;1930;9.543296;-1.1873364;0.515;0.37;0.53;0;0;0;-0.04928456;0.40121397;;;;;;;3;;;;;1;0;1;0;0;0;0;0;0;0;0;0;0
6661;Romania;ROU;45;1931;9.704056;-1.226838;0.515;0.342;0.53;0;0;1;-0.06438613;0.3689607;;;;;;;2;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6662;Romania;ROU;45;1932;8.790647;-1.2606965;0.515;0.318;0.53;0;0;0;-0.051732946;0.30439186;;;;;;;0;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6663;Romania;ROU;45;1933;8.849105;-1.2677504;0.515;0.313;0.53;0;1;0;-0.023375442;0.3165026;;;;;;;3;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6664;Romania;ROU;45;1934;8.929484;-1.2621073;0.515;0.317;0.53;0;0;0;0.013572407;0.31372777;;;;;;;1;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6665;Romania;ROU;45;1935;9.587139;-1.2621073;0.515;0.317;0.53;1;0;0;0.009579148;0.33765754;;;;;;;2;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6666;Romania;ROU;45;1936;9.850201;-1.2621073;0.515;0.317;0.53;0;0;0;0.02457106;0.34277424;;;;;;;2;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6667;Romania;ROU;45;1937;10.208258;-1.4969063;0.477;0.317;0.428;0;0;0;0.06183028;0.3819796;;;;;;;0;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6668;Romania;ROU;45;1938;9.981731;-2.1366184;0.386;0.25;0.279;0;0;0;0.037621606;0.3456626;;;;;;;0;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6669;Romania;ROU;45;1939;10.12057;-2.4031875;0.386;0.092;0.253;0;0;0;0.04835772;0.31691226;;;;;;;1;;;;;0;1;1;0;0;0;0;0;0;0;0;0;0
6670;Romania;ROU;45;1940;9.8282795;-2.6949406;0.365;0;0.22;1;0;0;0.09154376;0.31521243;;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;0;0;0
6671;Romania;ROU;45;1941;10.12057;-2.6949406;0.365;0;0.22;0;0;0;0.120262116;0.309677;;;;;;;;;;;;0;1;1;0;0;0;0;0;0;0;0;0;0
6672;Romania;ROU;45;1942;9.360614;-2.6949406;0.365;0;0.22;0;0;0;0.13785735;0.3030636;;;;;;;;;;;;0;1;1;0;0;0;0;0;0;0;0;0;0
6673;Romania;ROU;45;1943;10.60285;-2.6949406;0.365;0;0.22;0;0;0;0.11195144;0.30181804;;;;;;;;;;;;0;1;1;0;0;0;0;0;0;0;0;0;0
6674;Romania;ROU;45;1944;8.037998;-2.9054534;0.239;0;0.22;0;0;0;0.09946531;0.25531715;;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;0;0;0
6675;Romania;ROU;45;1945;5.451224;-2.5778944;0.233;0;0.421;0;0;0;0.14912985;0.24692227;;;;;;;;;;;;0;1;1;0;0;0;0;0;0;0;0;0;0
6676;Romania;ROU;45;1946;5.312386;-2.4333572;0.209;0.014;0.349;0;0;0;0.14131704;0.28100994;;;;;;;0;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6677;Romania;ROU;45;1947;6.766533;-2.8694196;0.144;0.119;0.236;0;0;0;0.17070673;0.32434532;;;;;;;2;;;;;1;0;1;0;0;0;0;0;0;0;0;0;0
6678;Romania;ROU;45;1948;18.509317;-3.0492654;0.144;0.232;0.034;0;0;0;0.12403507;0.35545918;;;;;;;0;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6679;Romania;ROU;45;1949;15.111437;-3.0928535;0.112;0.239;0.034;0;0;0;0.066447794;0.35370758;;;;;;;0;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6680;Romania;ROU;45;1950;11.713555;-3.0950441;0.109;0.241;0.034;0;0;0;0.09330016;0.020588083;;;;;;;0;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6681;Romania;ROU;45;1951;14.862988;-3.0950441;0.109;0.241;0.034;0;0;0;0.15628569;0.033951685;;;;;;;0;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6682;Romania;ROU;45;1952;14.672999;-3.078115;0.109;0.253;0.034;0;0;0;0.10713074;0.04731529;;;;;;;0;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6683;Romania;ROU;45;1953;16.317135;-2.9031794;0.109;0.377;0.034;1;0;0;0.06859831;0.06067889;;;;;;;1;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6684;Romania;ROU;45;1954;16.565582;-2.9031794;0.109;0.377;0.034;0;0;0;0.061851077;0.0740425;;;;;;;0;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6685;Romania;ROU;45;1955;20.182682;-2.9031794;0.109;0.377;0.034;0;0;0;0.07172801;0.0874061;;;;;;;0;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6686;Romania;ROU;45;1956;17.398611;-2.9031794;0.109;0.377;0.034;0;0;0;0.0810722;0.07757771;;;;;;;2;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6687;Romania;ROU;45;1957;20.292292;-2.874964;0.109;0.397;0.034;0;0;0;0.07188127;0.07632068;;;;;;;0;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6688;Romania;ROU;45;1958;18.808914;-2.8735533;0.109;0.398;0.034;0;0;0;0.058926493;0.08627466;;;;;;;0;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6689;Romania;ROU;45;1959;21.01571;-2.8735533;0.109;0.398;0.034;0;0;0;0.06817772;0.08860436;;;;;;;0;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6690;Romania;ROU;45;1960;22.820606;-2.8735533;0.109;0.398;0.034;0;0;0;0.049055036;0.11240843;;;0.5078153;;;;0;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6691;Romania;ROU;45;1961;24.530508;-2.8664994;0.109;0.403;0.034;0;0;0;0.04924208;0.12721786;;;0.5078153;;;;0;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6692;Romania;ROU;45;1962;25.24662;-2.8650887;0.109;0.404;0.034;0;0;0;0.0706679;0.13406523;;;0.5078153;;;;0;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
6693;Romania;ROU;45;1963;27.343807;-2.8650887;0.109;0.404;0.034;0;0;0;0.08492357;0.14166725;;;0.5078153;;;;0;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0
